               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
210,0.043551,0.021796,0.0061145,0.53687,0.48564,0.47235,0.1841,,,,0.003103,0.003103,0.003103
211,0.043692,0.021812,0.0061523,0.53025,0.49109,0.4728,0.18414,,,,0.00307,0.00307,0.00307
212,0.043478,0.021962,0.0060094,0.51475,0.5017,0.47212,0.18461,,,,0.003037,0.003037,0.003037
213,0.04368,0.021881,0.0060232,0.54345,0.47779,0.47196,0.18452,,,,0.003004,0.003004,0.003004
214,0.04346,0.021733,0.005853,0.54429,0.4768,0.47239,0.18458,,,,0.002971,0.002971,0.002971
215,0.043409,0.021757,0.0063709,0.53325,0.48558,0.47236,0.18459,,,,0.002938,0.002938,0.002938
216,0.043287,0.021943,0.0059494,0.53606,0.48366,0.47269,0.18481,,,,0.002905,0.002905,0.002905
217,0.043215,0.021903,0.0060215,0.53407,0.48728,0.47326,0.18482,,,,0.002872,0.002872,0.002872
218,0.043148,0.021549,0.0058206,0.531,0.48833,0.47331,0.1848,,,,0.002839,0.002839,0.002839
219,0.043106,0.021734,0.0059351,0.54206,0.47864,0.47277,0.18447,,,,0.002806,0.002806,0.002806
220,0.043161,0.021894,0.0059184,0.55315,0.47107,0.47223,0.18445,,,,0.002773,0.002773,0.002773
221,0.042803,0.021419,0.0057029,0.54292,0.47852,0.47274,0.18427,,,,0.00274,0.00274,0.00274
222,0.042845,0.02173,0.0057018,0.53915,0.48022,0.47316,0.18381,,,,0.002707,0.002707,0.002707
223,0.042971,0.021677,0.0058713,0.54515,0.47835,0.47428,0.1837,,,,0.002674,0.002674,0.002674
224,0.042685,0.021281,0.005583,0.54126,0.47906,0.47345,0.18388,,,,0.002641,0.002641,0.002641
225,0.042485,0.021402,0.0055147,0.53902,0.47914,0.47355,0.18413,,,,0.002608,0.002608,0.002608
226,0.042537,0.021608,0.0057193,0.53546,0.47925,0.47237,0.18378,,,,0.002575,0.002575,0.002575
227,0.04255,0.02175,0.0054963,0.53681,0.47915,0.47256,0.18415,,,,0.002542,0.002542,0.002542
228,0.042576,0.02141,0.0056231,0.53934,0.4791,0.47347,0.18409,,,,0.002509,0.002509,0.002509
229,0.04239,0.021405,0.0055109,0.5372,0.47967,0.47135,0.18399,,,,0.002476,0.002476,0.002476
230,0.042489,0.021377,0.0054763,0.53722,0.47893,0.47111,0.1839,,,,0.002443,0.002443,0.002443
231,0.0421,0.021273,0.0055817,0.53659,0.4793,0.47097,0.18403,,,,0.00241,0.00241,0.00241
232,0.041951,0.021288,0.0054898,0.53609,0.48047,0.47207,0.18377,,,,0.002377,0.002377,0.002377
233,0.042101,0.021334,0.0054011,0.51836,0.49192,0.4708,0.18364,,,,0.002344,0.002344,0.002344
234,0.042037,0.021248,0.0054944,0.52313,0.4905,0.47133,0.18377,,,,0.002311,0.002311,0.002311
235,0.041954,0.021304,0.0052423,0.51901,0.4952,0.47156,0.18372,,,,0.002278,0.002278,0.002278
236,0.041719,0.021311,0.0054187,0.53465,0.48345,0.4718,0.18383,,,,0.002245,0.002245,0.002245
237,0.041926,0.021178,0.0054218,0.51987,0.49476,0.47129,0.18375,,,,0.002212,0.002212,0.002212
238,0.041795,0.021055,0.0054354,0.52936,0.48629,0.47151,0.18386,,,,0.002179,0.002179,0.002179
239,0.041918,0.021303,0.0054562,0.52452,0.48823,0.47118,0.18378,,,,0.002146,0.002146,0.002146
240,0.041575,0.021236,0.0052658,0.52328,0.49002,0.47198,0.18382,,,,0.002113,0.002113,0.002113
241,0.04148,0.021182,0.005318,0.52426,0.48761,0.47075,0.18359,,,,0.00208,0.00208,0.00208
242,0.041387,0.021222,0.0051901,0.52524,0.48558,0.47009,0.18328,,,,0.002047,0.002047,0.002047
243,0.041395,0.020847,0.0051838,0.51846,0.48947,0.46911,0.18356,,,,0.002014,0.002014,0.002014
244,0.041258,0.020921,0.0051601,0.52552,0.48384,0.46887,0.18343,,,,0.001981,0.001981,0.001981
245,0.041131,0.020809,0.0050776,0.52474,0.48444,0.46815,0.18307,,,,0.001948,0.001948,0.001948
246,0.041304,0.021128,0.0052455,0.52466,0.48285,0.46843,0.18314,,,,0.001915,0.001915,0.001915
247,0.041112,0.021056,0.0051366,0.52408,0.48426,0.46866,0.18327,,,,0.001882,0.001882,0.001882
248,0.040877,0.020824,0.0050319,0.52433,0.48381,0.46956,0.18323,,,,0.001849,0.001849,0.001849
249,0.040773,0.020804,0.0049645,0.52319,0.4853,0.46999,0.18361,,,,0.001816,0.001816,0.001816
250,0.040757,0.020972,0.0050732,0.52077,0.48551,0.46937,0.18302,,,,0.001783,0.001783,0.001783
251,0.040705,0.020814,0.0051278,0.51839,0.4869,0.46944,0.18321,,,,0.00175,0.00175,0.00175
252,0.040671,0.020741,0.0050524,0.53634,0.47262,0.46901,0.18316,,,,0.001717,0.001717,0.001717
253,0.040649,0.020791,0.0049502,0.52186,0.48338,0.46924,0.18329,,,,0.001684,0.001684,0.001684
254,0.040394,0.020697,0.0049445,0.54023,0.46992,0.46742,0.18327,,,,0.001651,0.001651,0.001651
255,0.040157,0.020532,0.0049018,0.52263,0.48171,0.46755,0.18338,,,,0.001618,0.001618,0.001618
256,0.040426,0.020691,0.0048565,0.52346,0.48041,0.46679,0.1832,,,,0.001585,0.001585,0.001585
257,0.040436,0.020823,0.0048588,0.50963,0.49414,0.46721,0.18302,,,,0.001552,0.001552,0.001552
258,0.040142,0.02065,0.0047111,0.50762,0.49412,0.46598,0.18267,,,,0.001519,0.001519,0.001519
259,0.04009,0.020582,0.0049067,0.49986,0.5021,0.46571,0.18268,,,,0.001486,0.001486,0.001486
260,0.040088,0.020388,0.0048107,0.52166,0.48426,0.46631,0.18296,,,,0.001453,0.001453,0.001453
261,0.039964,0.02039,0.0047974,0.50589,0.49968,0.46663,0.18275,,,,0.00142,0.00142,0.00142
262,0.040018,0.020382,0.0047838,0.50924,0.49411,0.46517,0.18269,,,,0.001387,0.001387,0.001387
263,0.039744,0.020427,0.0045747,0.50469,0.49799,0.46577,0.18294,,,,0.001354,0.001354,0.001354
264,0.039492,0.020428,0.004721,0.50372,0.50016,0.46625,0.18304,,,,0.001321,0.001321,0.001321
265,0.039622,0.020581,0.0046743,0.50504,0.49997,0.46699,0.18276,,,,0.001288,0.001288,0.001288
266,0.039453,0.020267,0.0045602,0.5052,0.49964,0.46711,0.18286,,,,0.001255,0.001255,0.001255
267,0.039444,0.020269,0.0045077,0.50813,0.49572,0.46636,0.18281,,,,0.001222,0.001222,0.001222
268,0.039464,0.020312,0.0045277,0.50175,0.50017,0.46487,0.18278,,,,0.001189,0.001189,0.001189
269,0.039179,0.020347,0.0043474,0.49838,0.50067,0.46501,0.18293,,,,0.001156,0.001156,0.001156
270,0.03937,0.020367,0.0044123,0.49929,0.50034,0.46508,0.18288,,,,0.001123,0.001123,0.001123
271,0.038985,0.02014,0.0044699,0.49871,0.50152,0.46607,0.18299,,,,0.00109,0.00109,0.00109
272,0.039071,0.020181,0.0045223,0.50909,0.49259,0.46568,0.1831,,,,0.001057,0.001057,0.001057
273,0.038849,0.020051,0.0044696,0.50414,0.49677,0.46503,0.18308,,,,0.001024,0.001024,0.001024
274,0.038693,0.020013,0.0043241,0.51107,0.49216,0.46528,0.18315,,,,0.000991,0.000991,0.000991
275,0.038846,0.02033,0.0045901,0.50402,0.49769,0.4636,0.18285,,,,0.000958,0.000958,0.000958
276,0.038808,0.019758,0.0044326,0.51328,0.49158,0.46407,0.18276,,,,0.000925,0.000925,0.000925
277,0.038664,0.020346,0.0043064,0.50613,0.49495,0.46282,0.18263,,,,0.000892,0.000892,0.000892
278,0.038317,0.019617,0.0042635,0.50897,0.49293,0.46307,0.18281,,,,0.000859,0.000859,0.000859
279,0.038282,0.01989,0.0042166,0.51012,0.49293,0.46285,0.18259,,,,0.000826,0.000826,0.000826
280,0.038289,0.01979,0.0041173,0.50663,0.49593,0.46368,0.18278,,,,0.000793,0.000793,0.000793
281,0.038365,0.019835,0.0040917,0.50274,0.49677,0.46326,0.18279,,,,0.00076,0.00076,0.00076
282,0.038205,0.019773,0.0041935,0.50916,0.49102,0.46337,0.18298,,,,0.000727,0.000727,0.000727
283,0.038089,0.01982,0.0041111,0.5101,0.49157,0.46395,0.18299,,,,0.000694,0.000694,0.000694
284,0.038154,0.019772,0.00403,0.51027,0.49286,0.46448,0.18286,,,,0.000661,0.000661,0.000661
285,0.037854,0.019568,0.0040775,0.50798,0.49409,0.46486,0.18265,,,,0.000628,0.000628,0.000628
286,0.037803,0.019466,0.0040847,0.51026,0.49076,0.46431,0.1827,,,,0.000595,0.000595,0.000595
287,0.037637,0.019391,0.0040435,0.51317,0.49025,0.4639,0.18258,,,,0.000562,0.000562,0.000562
288,0.037807,0.019436,0.0040812,0.51458,0.48812,0.46347,0.18248,,,,0.000529,0.000529,0.000529
289,0.037635,0.01954,0.0041098,0.50627,0.49459,0.4636,0.1825,,,,0.000496,0.000496,0.000496
290,0.037606,0.019432,0.0041606,0.50863,0.49319,0.46344,0.18256,,,,0.000463,0.000463,0.000463
291,0.03742,0.01924,0.0039609,0.50605,0.49405,0.46307,0.18265,,,,0.00043,0.00043,0.00043
292,0.037253,0.019229,0.0040649,0.5047,0.49622,0.46324,0.18243,,,,0.000397,0.000397,0.000397
293,0.03717,0.019523,0.0039416,0.50519,0.49625,0.46304,0.18238,,,,0.000364,0.000364,0.000364
294,0.037261,0.019178,0.0039614,0.50468,0.49436,0.46329,0.18262,,,,0.000331,0.000331,0.000331
295,0.037049,0.019261,0.0039183,0.50053,0.49807,0.46259,0.18283,,,,0.000298,0.000298,0.000298
296,0.037136,0.019275,0.0038454,0.49811,0.49988,0.46227,0.18254,,,,0.000265,0.000265,0.000265
297,0.036875,0.019258,0.0037309,0.50247,0.49649,0.46373,0.18251,,,,0.000232,0.000232,0.000232
298,0.036938,0.019253,0.0039448,0.49812,0.50113,0.46328,0.18245,,,,0.000199,0.000199,0.000199
299,0.036756,0.019255,0.0038256,0.51189,0.48972,0.46279,0.18222,,,,0.000166,0.000166,0.000166
