               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
144,0.042452,0.0019293,0.0014714,0.51856,0.50453,0.48888,0.20535,0.046759,0.0011101,0.0015058,0.005281,0.005281,0.005281
145,0.042565,0.0019285,0.0014706,0.52251,0.50349,0.48845,0.20586,0.046768,0.00111,0.0015071,0.005248,0.005248,0.005248
146,0.042354,0.0019213,0.0014309,0.5221,0.50395,0.4891,0.2054,0.046776,0.00111,0.0015077,0.005215,0.005215,0.005215
147,0.042239,0.0019236,0.0014633,0.51125,0.51457,0.48927,0.20549,0.046782,0.0011098,0.0015088,0.005182,0.005182,0.005182
148,0.04195,0.0019057,0.0014366,0.52523,0.50307,0.48966,0.20532,0.046789,0.0011095,0.0015095,0.005149,0.005149,0.005149
149,0.042193,0.0019352,0.0014597,0.51973,0.50826,0.4901,0.20509,0.046804,0.0011094,0.0015117,0.005116,0.005116,0.005116
150,0.042211,0.0019058,0.001465,0.52982,0.49959,0.4896,0.20513,,,,0.005083,0.005083,0.005083
151,0.041838,0.0019133,0.0014371,0.52977,0.50265,0.4901,0.20488,,,,0.00505,0.00505,0.00505
152,0.04171,0.001922,0.0013984,0.52345,0.50754,0.49001,0.20527,,,,0.005017,0.005017,0.005017
153,0.041794,0.0018994,0.0014098,0.52538,0.50606,0.48887,0.20535,,,,0.004984,0.004984,0.004984
154,0.041651,0.0019151,0.0013895,0.52404,0.50599,0.48892,0.205,,,,0.004951,0.004951,0.004951
155,0.041576,0.0019154,0.0014115,0.52485,0.50822,0.4896,0.20506,,,,0.004918,0.004918,0.004918
156,0.041524,0.0019095,0.0013721,0.52722,0.5074,0.48914,0.20493,,,,0.004885,0.004885,0.004885
157,0.041447,0.0019226,0.0013777,0.52564,0.50628,0.48933,0.20487,,,,0.004852,0.004852,0.004852
158,0.041403,0.0019225,0.0014243,0.521,0.51267,0.48956,0.20515,,,,0.004819,0.004819,0.004819
159,0.041349,0.0018889,0.0013704,0.52246,0.51009,0.48839,0.20501,,,,0.004786,0.004786,0.004786
160,0.041026,0.001908,0.001347,0.52547,0.50827,0.48915,0.20492,,,,0.004753,0.004753,0.004753
161,0.040991,0.0019273,0.0013902,0.51579,0.51559,0.48837,0.20442,,,,0.00472,0.00472,0.00472
162,0.041015,0.0019087,0.0013782,0.51478,0.51564,0.48886,0.20493,,,,0.004687,0.004687,0.004687
163,0.040998,0.0019047,0.0013952,0.51495,0.51625,0.48975,0.2051,,,,0.004654,0.004654,0.004654
164,0.04089,0.0019357,0.0013535,0.52421,0.50675,0.48915,0.20529,,,,0.004621,0.004621,0.004621
165,0.040766,0.001934,0.0013718,0.52419,0.50741,0.48915,0.20522,,,,0.004588,0.004588,0.004588
166,0.040673,0.0019056,0.0013219,0.53008,0.50219,0.48959,0.20526,,,,0.004555,0.004555,0.004555
167,0.040522,0.0019174,0.0013378,0.52753,0.50438,0.48961,0.20527,,,,0.004522,0.004522,0.004522
168,0.040698,0.0018989,0.0013589,0.52888,0.50564,0.49005,0.20537,,,,0.004489,0.004489,0.004489
169,0.040568,0.001919,0.0013334,0.52553,0.50883,0.48996,0.20531,,,,0.004456,0.004456,0.004456
170,0.04051,0.0018688,0.001342,0.52667,0.50799,0.4894,0.20522,,,,0.004423,0.004423,0.004423
171,0.040216,0.0018852,0.0012917,0.54239,0.49824,0.49082,0.20523,,,,0.00439,0.00439,0.00439
172,0.040464,0.0018931,0.0013162,0.53894,0.50179,0.49092,0.20523,,,,0.004357,0.004357,0.004357
173,0.040392,0.0018681,0.0013337,0.54065,0.49962,0.49014,0.20565,,,,0.004324,0.004324,0.004324
174,0.040196,0.0019005,0.0013245,0.53957,0.50073,0.4904,0.20572,,,,0.004291,0.004291,0.004291
175,0.040374,0.0018761,0.0013432,0.53801,0.50477,0.4914,0.20589,,,,0.004258,0.004258,0.004258
176,0.039902,0.0018798,0.0013032,0.53716,0.50528,0.49165,0.20557,,,,0.004225,0.004225,0.004225
177,0.040082,0.0018985,0.0012882,0.53596,0.50789,0.49296,0.20534,,,,0.004192,0.004192,0.004192
178,0.040127,0.0018677,0.0013118,0.53807,0.5063,0.49219,0.20503,,,,0.004159,0.004159,0.004159
179,0.040093,0.0018601,0.0013045,0.53707,0.50549,0.49191,0.20506,,,,0.004126,0.004126,0.004126
180,0.039739,0.0018672,0.0012884,0.53244,0.50709,0.49062,0.20471,,,,0.004093,0.004093,0.004093
181,0.039737,0.0018598,0.0012695,0.53648,0.50751,0.49149,0.20464,,,,0.00406,0.00406,0.00406
182,0.039839,0.0018591,0.0013043,0.53193,0.50916,0.49054,0.2044,,,,0.004027,0.004027,0.004027
183,0.039453,0.0018828,0.0012642,0.53794,0.50199,0.48997,0.20427,,,,0.003994,0.003994,0.003994
184,0.039435,0.0018789,0.0012703,0.53392,0.50447,0.48959,0.20423,,,,0.003961,0.003961,0.003961
185,0.039271,0.0018683,0.0012538,0.53309,0.50494,0.49002,0.20426,,,,0.003928,0.003928,0.003928
186,0.039124,0.0018679,0.0012382,0.51455,0.52033,0.48977,0.20415,,,,0.003895,0.003895,0.003895
187,0.039171,0.0018882,0.0012655,0.51539,0.51851,0.48863,0.20442,,,,0.003862,0.003862,0.003862
188,0.039062,0.0018808,0.0012175,0.51791,0.51798,0.48947,0.20425,,,,0.003829,0.003829,0.003829
189,0.039136,0.0018729,0.0012257,0.53573,0.50245,0.48955,0.20414,,,,0.003796,0.003796,0.003796
190,0.03892,0.0018694,0.0012118,0.51106,0.52392,0.48947,0.20397,,,,0.003763,0.003763,0.003763
